Parish,Date,Labor force size,Employment,Unemployment,Unemployment rate,National labor force size,National employment,National unemployment,National unemployment rate
Lafourche,7/1/1991,37971,36081,1890,5,126154,117568,8586,6.8
Lafourche,8/1/1991,37669,35622,2047,5.4,126150,117484,8666,6.9
Lafourche,9/1/1991,37144,35333,1811,4.9,126650,117928,8722,6.9
Lafourche,10/1/1991,37175,35469,1706,4.6,126642,117800,8842,7
Lafourche,11/1/1991,36875,35409,1466,4,126701,117770,8931,7
Lafourche,12/1/1991,36433,34841,1592,4.4,126664,117466,9198,7.3
Lafourche,1/1/1992,35882,33628,2254,6.3,127261,117978,9283,7.3
Lafourche,2/1/1992,35663,33620,2043,5.7,127207,117753,9454,7.4
Lafourche,3/1/1992,35987,33872,2115,5.9,127604,118144,9460,7.4
Lafourche,4/1/1992,36041,33916,2125,5.9,127841,118426,9415,7.4
Lafourche,5/1/1992,35817,33694,2123,5.9,128119,118375,9744,7.6
Lafourche,6/1/1992,36251,33808,2443,6.7,128459,118419,10040,7.8
Lafourche,7/1/1992,37822,35365,2457,6.5,128563,118713,9850,7.7
Lafourche,8/1/1992,36996,34498,2498,6.8,128613,118826,9787,7.6
Lafourche,9/1/1992,36674,34227,2447,6.7,128501,118720,9781,7.6
Lafourche,10/1/1992,36726,34659,2067,5.6,128026,118628,9398,7.3
Lafourche,11/1/1992,36847,34799,2048,5.6,128441,118876,9565,7.4
Lafourche,12/1/1992,36090,34060,2030,5.6,128554,118997,9557,7.4
Lafourche,1/1/1993,35939,33320,2619,7.3,128400,119075,9325,7.3
Lafourche,2/1/1993,35741,33427,2314,6.5,128458,119275,9183,7.1
Lafourche,3/1/1993,35820,33645,2175,6.1,128598,119542,9056,7
Lafourche,4/1/1993,35716,33584,2132,6,128584,119474,9110,7.1
Lafourche,5/1/1993,36106,33888,2218,6.1,129264,120115,9149,7.1
Lafourche,6/1/1993,37001,34522,2479,6.7,129411,120290,9121,7
Lafourche,7/1/1993,37344,35028,2316,6.2,129397,120467,8930,6.9
Lafourche,8/1/1993,36935,34733,2202,6,129619,120856,8763,6.8
Lafourche,9/1/1993,36463,34394,2069,5.7,129268,120554,8714,6.7
Lafourche,10/1/1993,36810,34947,1863,5.1,129573,120823,8750,6.8
Lafourche,11/1/1993,36932,35227,1705,4.6,129711,121169,8542,6.6
Lafourche,12/1/1993,37059,35331,1728,4.7,129941,121464,8477,6.5
Lafourche,1/1/1994,36772,34306,2466,6.7,130596,121966,8630,6.6
Lafourche,2/1/1994,36533,34356,2177,6,130669,122086,8583,6.6
Lafourche,3/1/1994,36778,34719,2059,5.6,130400,121930,8470,6.5
Lafourche,4/1/1994,37078,34905,2173,5.9,130621,122290,8331,6.4
Lafourche,5/1/1994,37216,35169,2047,5.5,130779,122864,7915,6.1
Lafourche,6/1/1994,38023,35459,2564,6.7,130561,122634,7927,6.1
Lafourche,7/1/1994,38431,36065,2366,6.2,130652,122706,7946,6.1
Lafourche,8/1/1994,38308,36080,2228,5.8,131275,123342,7933,6
Lafourche,9/1/1994,37795,35711,2084,5.5,131421,123687,7734,5.9
Lafourche,10/1/1994,38007,36087,1920,5.1,131744,124112,7632,5.8
Lafourche,11/1/1994,37910,36241,1669,4.4,131891,124516,7375,5.6
Lafourche,12/1/1994,37472,35971,1501,4,131951,124721,7230,5.5
Lafourche,1/1/1995,37269,35097,2172,5.8,132038,124663,7375,5.6
Lafourche,2/1/1995,36890,35174,1716,4.7,132115,124928,7187,5.4
Lafourche,3/1/1995,37128,35365,1763,4.7,132108,124955,7153,5.4
Lafourche,4/1/1995,37435,35545,1890,5,132590,124945,7645,5.8
Lafourche,5/1/1995,37745,35865,1880,5,131851,124421,7430,5.6
Lafourche,6/1/1995,38255,36236,2019,5.3,131949,124522,7427,5.6
Lafourche,7/1/1995,38409,36613,1796,4.7,132343,124816,7527,5.7
Lafourche,8/1/1995,38033,36402,1631,4.3,132336,124852,7484,5.7
Lafourche,9/1/1995,37878,36181,1697,4.5,132611,125133,7478,5.6
Lafourche,10/1/1995,37770,36229,1541,4.1,132716,125388,7328,5.5
Lafourche,11/1/1995,37630,36253,1377,3.7,132614,125188,7426,5.6
Lafourche,12/1/1995,37603,36193,1410,3.7,132511,125088,7423,5.6
Lafourche,1/1/1996,37396,35417,1979,5.3,132616,125125,7491,5.6
Lafourche,2/1/1996,37345,35764,1581,4.2,132952,125639,7313,5.5
Lafourche,3/1/1996,37777,36318,1459,3.9,133180,125862,7318,5.5
Lafourche,4/1/1996,37848,36423,1425,3.8,133409,125994,7415,5.6
Lafourche,5/1/1996,38446,36807,1639,4.3,133667,126244,7423,5.6
Lafourche,6/1/1996,39117,37315,1802,4.6,133697,126602,7095,5.3
Lafourche,7/1/1996,39965,38297,1668,4.2,134284,126947,7337,5.5
Lafourche,8/1/1996,39764,38355,1409,3.5,134054,127172,6882,5.1
Lafourche,9/1/1996,39731,38302,1429,3.6,134515,127536,6979,5.2
Lafourche,10/1/1996,39628,38315,1313,3.3,134921,127890,7031,5.2
Lafourche,11/1/1996,39640,38449,1191,3,135007,127771,7236,5.4
Lafourche,12/1/1996,39722,38548,1174,3,135113,127860,7253,5.4
Lafourche,1/1/1997,39043,37491,1552,4,135456,128298,7158,5.3
Lafourche,2/1/1997,39021,37832,1189,3,135400,128298,7102,5.2
Lafourche,3/1/1997,39385,38271,1114,2.8,135891,128891,7000,5.2
Lafourche,4/1/1997,40040,39000,1040,2.6,136016,129143,6873,5.1
Lafourche,5/1/1997,40305,39122,1183,2.9,136119,129464,6655,4.9
Lafourche,6/1/1997,40993,39460,1533,3.7,136211,129412,6799,5
Lafourche,7/1/1997,42395,40935,1460,3.4,136477,129822,6655,4.9
Lafourche,8/1/1997,42073,40762,1311,3.1,136618,130010,6608,4.8
Lafourche,9/1/1997,41967,40611,1356,3.2,136675,130019,6656,4.9
Lafourche,10/1/1997,42229,41061,1168,2.8,136633,130179,6454,4.7
Lafourche,11/1/1997,42460,41488,972,2.3,136961,130653,6308,4.6
Lafourche,12/1/1997,42374,41433,941,2.2,137155,130679,6476,4.7
Lafourche,1/1/1998,41747,40557,1190,2.9,137095,130726,6368,4.6
Lafourche,2/1/1998,41668,40729,939,2.3,137112,130807,6306,4.6
Lafourche,3/1/1998,41947,40884,1063,2.5,137236,130814,6422,4.7
Lafourche,4/1/1998,42378,41336,1042,2.5,137150,131209,5941,4.3
Lafourche,5/1/1998,42695,41497,1198,2.8,137372,131325,6047,4.4
Lafourche,6/1/1998,43613,42081,1532,3.5,137455,131244,6212,4.5
Lafourche,7/1/1998,43873,42513,1360,3.1,137588,131329,6259,4.5
Lafourche,8/1/1998,43230,41823,1407,3.3,137570,131390,6179,4.5
Lafourche,9/1/1998,42807,41285,1522,3.6,138286,131986,6300,4.6
Lafourche,10/1/1998,42403,41020,1383,3.3,138279,131999,6280,4.5
Lafourche,11/1/1998,42299,41035,1264,3,138381,132280,6100,4.4
Lafourche,12/1/1998,42279,41024,1255,3,138634,132602,6032,4.4
Lafourche,1/1/1999,41601,39982,1619,3.9,139003,133027,5976,4.3
Lafourche,2/1/1999,41332,39880,1452,3.5,138967,132856,6111,4.4
Lafourche,3/1/1999,41308,39889,1419,3.4,138730,132947,5783,4.2
Lafourche,4/1/1999,40815,39476,1339,3.3,138959,132955,6004,4.3
Lafourche,5/1/1999,40736,39342,1394,3.4,139107,133311,5796,4.2
Lafourche,6/1/1999,41836,39965,1871,4.5,139329,133378,5951,4.3
Lafourche,7/1/1999,41825,40083,1742,4.2,139439,133414,6025,4.3
Lafourche,8/1/1999,41408,39841,1567,3.8,139430,133591,5838,4.2
Lafourche,9/1/1999,41153,39600,1553,3.8,139622,133707,5915,4.2
Lafourche,10/1/1999,41347,39931,1416,3.4,139771,133993,5778,4.1
Lafourche,11/1/1999,41229,40004,1225,3,140025,134309,5716,4.1
Lafourche,12/1/1999,40870,39717,1153,2.8,140177,134523,5653,4
Lafourche,1/1/2000,39729,38007,1722,4.3,142267,136559,5708,4
Lafourche,2/1/2000,39864,38306,1558,3.9,142456,136598,5858,4.1
Lafourche,3/1/2000,39976,38340,1636,4.1,142434,136701,5733,4
Lafourche,4/1/2000,40647,39141,1506,3.7,142751,137270,5481,3.8
Lafourche,5/1/2000,41022,39261,1761,4.3,142388,136630,5758,4
Lafourche,6/1/2000,41684,39547,2137,5.1,142591,136940,5651,4
Lafourche,7/1/2000,41682,39703,1979,4.7,142278,136531,5747,4
Lafourche,8/1/2000,41289,39316,1973,4.8,142514,136662,5853,4.1
Lafourche,9/1/2000,40942,39058,1884,4.6,142518,136893,5625,3.9
Lafourche,10/1/2000,41285,39469,1816,4.4,142622,137088,5534,3.9
Lafourche,11/1/2000,41305,39581,1724,4.2,142962,137322,5639,3.9
Lafourche,12/1/2000,41604,39956,1648,4,143248,137614,5634,3.9
Lafourche,1/1/2001,41391,39356,2035,4.9,143800,137778,6023,4.2
Lafourche,2/1/2001,41436,39746,1690,4.1,143701,137612,6089,4.2
Lafourche,3/1/2001,41772,40084,1688,4,143924,137783,6141,4.3
Lafourche,4/1/2001,41986,40293,1693,4,143569,137299,6271,4.4
Lafourche,5/1/2001,41787,40070,1717,4.1,143318,137092,6226,4.3
Lafourche,6/1/2001,42525,40368,2157,5.1,143357,136873,6484,4.5
Lafourche,7/1/2001,43246,41334,1912,4.4,143654,137071,6583,4.6
Lafourche,8/1/2001,42899,41064,1835,4.3,143284,136241,7042,4.9
Lafourche,9/1/2001,42550,40567,1983,4.7,143989,136846,7142,5
Lafourche,10/1/2001,42750,40831,1919,4.5,144086,136392,7694,5.3
Lafourche,11/1/2001,42123,40224,1899,4.5,144240,136238,8003,5.5
Lafourche,12/1/2001,41844,40019,1825,4.4,144305,136047,8258,5.7
Lafourche,1/1/2002,41694,39591,2103,5,143883,135701,8182,5.7
Lafourche,2/1/2002,41834,40007,1827,4.4,144653,136438,8215,5.7
Lafourche,3/1/2002,41873,40073,1800,4.3,144481,136177,8304,5.7
Lafourche,4/1/2002,42583,40790,1793,4.2,144725,136126,8599,5.9
Lafourche,5/1/2002,42655,40685,1970,4.6,144938,136539,8399,5.8
Lafourche,6/1/2002,43603,41229,2374,5.4,144808,136415,8393,5.8
Lafourche,7/1/2002,44292,42162,2130,4.8,144803,136413,8390,5.8
Lafourche,8/1/2002,44202,42180,2022,4.6,145009,136705,8304,5.7
Lafourche,9/1/2002,43737,41712,2025,4.6,145552,137302,8251,5.7
Lafourche,10/1/2002,43822,41934,1888,4.3,145314,137008,8307,5.7
Lafourche,11/1/2002,43609,41706,1903,4.4,145041,136521,8520,5.9
Lafourche,12/1/2002,43566,41723,1843,4.2,145066,136426,8640,6
Lafourche,1/1/2003,43522,41433,2089,4.8,145937,137417,8520,5.8
Lafourche,2/1/2003,43474,41610,1864,4.3,146100,137482,8618,5.9
Lafourche,3/1/2003,43761,41749,2012,4.6,146022,137434,8588,5.9
Lafourche,4/1/2003,43627,41732,1895,4.3,146474,137633,8842,6
Lafourche,5/1/2003,43621,41533,2088,4.8,146500,137544,8957,6.1
Lafourche,6/1/2003,44552,41832,2720,6.1,147056,137790,9266,6.3
Lafourche,7/1/2003,45010,42479,2531,5.6,146485,137474,9011,6.2
Lafourche,8/1/2003,44250,42033,2217,5,146445,137549,8896,6.1
Lafourche,9/1/2003,43651,41579,2072,4.7,146530,137609,8921,6.1
Lafourche,10/1/2003,43818,41986,1832,4.2,146716,137984,8732,6
Lafourche,11/1/2003,43411,41625,1786,4.1,147000,138424,8576,5.8
Lafourche,12/1/2003,43178,41389,1789,4.1,146729,138411,8317,5.7
Lafourche,1/1/2004,43182,41028,2154,5,146842,138472,8370,5.7
Lafourche,2/1/2004,43100,41234,1866,4.3,146709,138542,8167,5.6
Lafourche,3/1/2004,43214,41290,1924,4.5,146944,138453,8491,5.8
Lafourche,4/1/2004,43385,41539,1846,4.3,146850,138680,8170,5.6
Lafourche,5/1/2004,43270,41213,2057,4.8,147065,138852,8212,5.6
Lafourche,6/1/2004,44302,41754,2548,5.8,147460,139174,8286,5.6
Lafourche,7/1/2004,44967,42604,2363,5.3,147692,139556,8136,5.5
Lafourche,8/1/2004,44339,42251,2088,4.7,147564,139573,7990,5.4
Lafourche,9/1/2004,43840,41736,2104,4.8,147415,139487,7927,5.4
Lafourche,10/1/2004,43735,41722,2013,4.6,147793,139732,8061,5.5
Lafourche,11/1/2004,43678,41698,1980,4.5,148162,140231,7932,5.4
Lafourche,12/1/2004,43759,41851,1908,4.4,148059,140125,7934,5.4
Lafourche,1/1/2005,43372,41243,2129,4.9,148029,140245,7784,5.3
Lafourche,2/1/2005,43013,41136,1877,4.4,148364,140385,7980,5.4
Lafourche,3/1/2005,43333,41495,1838,4.2,148391,140654,7737,5.2
Lafourche,4/1/2005,44168,42382,1786,4,148926,141254,7672,5.2
Lafourche,5/1/2005,44015,42077,1938,4.4,149261,141609,7651,5.1
Lafourche,6/1/2005,45369,43045,2324,5.1,149238,141714,7524,5
Lafourche,7/1/2005,44956,42877,2079,4.6,149432,142026,7406,5
Lafourche,8/1/2005,44475,42612,1863,4.2,149779,142434,7345,4.9
Lafourche,9/1/2005,49795,44395,5400,10.8,149954,142401,7553,5
Lafourche,10/1/2005,50133,45313,4820,9.6,150001,142548,7453,5
Lafourche,11/1/2005,49752,44900,4852,9.8,150065,142499,7566,5
Lafourche,12/1/2005,46804,44809,1995,4.3,150030,142752,7279,4.9
Lafourche,1/1/2006,45761,44096,1665,3.6,150214,143150,7064,4.7
Lafourche,2/1/2006,45444,44179,1265,2.8,150641,143457,7184,4.8
Lafourche,3/1/2006,45680,44420,1260,2.8,150813,143741,7072,4.7
Lafourche,4/1/2006,46463,45231,1232,2.7,150881,143761,7120,4.7
Lafourche,5/1/2006,46995,45542,1453,3.1,151069,144089,6980,4.6
Lafourche,6/1/2006,48065,46271,1794,3.7,151354,144353,7001,4.6
Lafourche,7/1/2006,48731,47232,1499,3.1,151377,144202,7175,4.7
Lafourche,8/1/2006,48200,46761,1439,3,151716,144625,7091,4.7
Lafourche,9/1/2006,48494,47042,1452,3,151662,144815,6847,4.5
Lafourche,10/1/2006,48679,47307,1372,2.8,152041,145314,6727,4.4
Lafourche,11/1/2006,48810,47405,1405,2.9,152406,145534,6872,4.5
Lafourche,12/1/2006,48971,47720,1251,2.6,152732,145970,6762,4.4
Lafourche,1/1/2007,48246,46755,1491,3.1,153144,146028,7116,4.6
Lafourche,2/1/2007,48064,46842,1222,2.5,152983,146057,6927,4.5
Lafourche,3/1/2007,48612,47306,1306,2.7,153051,146320,6731,4.4
Lafourche,4/1/2007,48648,47384,1264,2.6,152435,145586,6850,4.5
Lafourche,5/1/2007,49180,47717,1463,3,152670,145903,6766,4.4
Lafourche,6/1/2007,49885,48176,1709,3.4,153041,146063,6979,4.6
Lafourche,7/1/2007,49341,47859,1482,3,153054,145905,7149,4.7
Lafourche,8/1/2007,48661,47301,1360,2.8,152749,145682,7067,4.6
Lafourche,9/1/2007,48949,47568,1381,2.8,153414,146244,7170,4.7
Lafourche,10/1/2007,49390,48171,1219,2.5,153183,145946,7237,4.7
Lafourche,11/1/2007,49804,48518,1286,2.6,153835,146595,7240,4.7
Lafourche,12/1/2007,49470,48157,1313,2.7,153918,146273,7645,5
Lafourche,1/1/2008,48828,47243,1585,3.2,154063,146378,7685,5
Lafourche,2/1/2008,48873,47627,1246,2.5,153653,146156,7497,4.9
Lafourche,3/1/2008,49439,48041,1398,2.8,153908,146086,7822,5.1
Lafourche,4/1/2008,49530,48344,1186,2.4,153769,146132,7637,5
Lafourche,5/1/2008,50118,48620,1498,3,154303,145908,8395,5.4
Lafourche,6/1/2008,50815,48983,1832,3.6,154313,145737,8575,5.6
Lafourche,7/1/2008,50573,49020,1553,3.1,154469,145532,8937,5.8
Lafourche,8/1/2008,50095,48432,1663,3.3,154641,145203,9438,6.1
Lafourche,9/1/2008,49879,47334,2545,5.1,154570,145076,9494,6.1
Lafourche,10/1/2008,50739,48850,1889,3.7,154876,144802,10074,6.5
Lafourche,11/1/2008,50810,49037,1773,3.5,154639,144100,10538,6.8
Lafourche,12/1/2008,50405,48636,1769,3.5,154655,143369,11286,7.3
Lafourche,1/1/2009,49047,47083,1964,4,154210,142152,12058,7.8
Lafourche,2/1/2009,49209,47289,1920,3.9,154538,141640,12898,8.3
Lafourche,3/1/2009,49314,47334,1980,4,154133,140707,13426,8.7
Lafourche,4/1/2009,48807,46882,1925,3.9,154509,140656,13853,9
Lafourche,5/1/2009,48923,46730,2193,4.5,154747,140248,14499,9.4
Lafourche,6/1/2009,49377,46755,2622,5.3,154716,140009,14707,9.5
Lafourche,7/1/2009,49589,47351,2238,4.5,154502,139901,14601,9.5
Lafourche,8/1/2009,48984,46634,2350,4.8,154307,139492,14814,9.6
Lafourche,9/1/2009,48569,46319,2250,4.6,153827,138818,15009,9.8
Lafourche,10/1/2009,48390,46108,2282,4.7,153784,138432,15352,10
Lafourche,11/1/2009,48157,45946,2211,4.6,153878,138659,15219,9.9
Lafourche,12/1/2009,47843,45586,2257,4.7,153111,138013,15098,9.9
Lafourche,1/1/2010,43998,41300,2698,6.1,153484,138438,15046,9.8
Lafourche,2/1/2010,44160,41809,2351,5.3,153694,138581,15113,9.8
Lafourche,3/1/2010,44658,42234,2424,5.4,153954,138751,15202,9.9
Lafourche,4/1/2010,45282,42854,2428,5.4,154622,139297,15325,9.9
Lafourche,5/1/2010,45341,42783,2558,5.6,154091,139241,14849,9.6
Lafourche,6/1/2010,45843,43002,2841,6.2,153616,139141,14474,9.4
Lafourche,7/1/2010,46291,43674,2617,5.7,153691,139179,14512,9.4
Lafourche,8/1/2010,45984,43208,2776,6,154086,139438,14648,9.5
Lafourche,9/1/2010,45849,43249,2600,5.7,153975,139396,14579,9.5
Lafourche,10/1/2010,45433,42796,2637,5.8,153635,139119,14516,9.4
Lafourche,11/1/2010,45053,42426,2627,5.8,154125,139044,15081,9.8
Lafourche,12/1/2010,44616,42173,2443,5.5,153650,139301,14348,9.3
Lafourche,1/1/2011,43617,40677,2940,6.7,153263,139250,14013,9.1
Lafourche,2/1/2011,43557,40919,2638,6.1,153214,139394,13820,9
Lafourche,3/1/2011,43895,41322,2573,5.9,153376,139639,13737,9
Lafourche,4/1/2011,44406,41962,2444,5.5,153543,139586,13957,9.1
Lafourche,5/1/2011,44536,41927,2609,5.9,153479,139624,13855,9
Lafourche,6/1/2011,44972,42134,2838,6.3,153346,139384,13962,9.1
Lafourche,7/1/2011,45546,42867,2679,5.9,153288,139524,13763,9
Lafourche,8/1/2011,45113,42572,2541,5.6,153760,139942,13818,9
Lafourche,9/1/2011,45083,42575,2508,5.6,154131,140183,13948,9
Lafourche,10/1/2011,45071,42607,2464,5.5,153961,140368,13594,8.8
Lafourche,11/1/2011,45188,42858,2330,5.2,154128,140826,13302,8.6
Lafourche,12/1/2011,44930,42734,2196,4.9,153995,140902,13093,8.5
Lafourche,1/1/2012,44224,41687,2537,5.7,154381,141584,12797,8.3
Lafourche,2/1/2012,44395,42055,2340,5.3,154671,141858,12813,8.3
Lafourche,3/1/2012,44860,42540,2320,5.2,154749,142036,12713,8.2
Lafourche,4/1/2012,45248,43118,2130,4.7,154545,141899,12646,8.2
Lafourche,5/1/2012,45654,43251,2403,5.3,154866,142206,12660,8.2
Lafourche,6/1/2012,46344,43582,2762,6,155083,142391,12692,8.2
Lafourche,7/1/2012,46618,44112,2506,5.4,154948,142292,12656,8.2
Lafourche,8/1/2012,45872,43573,2299,5,154763,142291,12471,8.1
Lafourche,9/1/2012,46150,44056,2094,4.5,155160,143044,12115,7.8
Lafourche,10/1/2012,46550,44464,2086,4.5,155554,143431,12124,7.8
Lafourche,11/1/2012,46433,44527,1906,4.1,155338,143333,12005,7.7
Lafourche,12/1/2012,46419,44358,2061,4.4,155628,143330,12298,7.9
Lafourche,1/1/2013,45910,43344,2566,5.6,155763,143292,12471,8
Lafourche,2/1/2013,45712,43571,2141,4.7,155312,143362,11950,7.7
Lafourche,3/1/2013,45975,43866,2109,4.6,155005,143316,11689,7.5
Lafourche,4/1/2013,46659,44553,2106,4.5,155394,143635,11760,7.6
Lafourche,5/1/2013,46900,44521,2379,5.1,155536,143882,11654,7.5
Lafourche,6/1/2013,47483,44788,2695,5.7,155749,143999,11751,7.5
Lafourche,7/1/2013,48090,45619,2471,5.1,155599,144264,11335,7.3
Lafourche,8/1/2013,47401,45116,2285,4.8,155605,144326,11279,7.2
Lafourche,9/1/2013,47343,45258,2085,4.4,155687,144418,11270,7.2
Lafourche,10/1/2013,47078,45038,2040,4.3,154673,143537,11136,7.2
Lafourche,11/1/2013,47095,45198,1897,4,155265,144479,10787,6.9
Lafourche,12/1/2013,46883,45229,1654,3.5,155182,144778,10404,6.7
Lafourche,1/1/2014,47259,45275,1984,4.2,155352,145150,10202,6.6
Lafourche,2/1/2014,47134,45344,1790,3.8,155483,145134,10349,6.7
Lafourche,3/1/2014,47424,45473,1951,4.1,156028,145648,10380,6.7
Lafourche,4/1/2014,47547,45735,1812,3.8,155369,145667,9702,6.2
Lafourche,5/1/2014,47689,45540,2149,4.5,155684,145825,9859,6.3
Lafourche,6/1/2014,48520,46082,2438,5,155707,146247,9460,6.1
Lafourche,7/1/2014,49325,46673,2652,5.4,156007,146399,9608,6.2
Lafourche,8/1/2014,48900,46287,2613,5.3,156130,146530,9599,6.1
Lafourche,9/1/2014,48666,46195,2471,5.1,156040,146778,9262,5.9
Lafourche,10/1/2014,49094,46616,2478,5,156417,147427,8990,5.7
Lafourche,11/1/2014,48876,46324,2552,5.2,156494,147404,9090,5.8
Lafourche,12/1/2014,48495,46207,2288,4.7,156332,147615,8717,5.6
Lafourche,1/1/2015,47816,45154,2662,5.6,157030,148145,8885,5.7
Lafourche,2/1/2015,47247,44843,2404,5.1,156644,148045,8599,5.5
Lafourche,3/1/2015,47258,44796,2462,5.2,156643,148128,8515,5.4
Lafourche,4/1/2015,46914,44465,2449,5.2,157060,148511,8550,5.4
Lafourche,5/1/2015,46967,44369,2598,5.5,157651,148817,8834,5.6
Lafourche,6/1/2015,47059,44366,2693,5.7,157062,148816,8247,5.3
Lafourche,7/1/2015,47210,44560,2650,5.6,156997,148830,8167,5.2
Lafourche,8/1/2015,46262,43801,2461,5.3,157172,149181,7992,5.1
Lafourche,9/1/2015,45673,43234,2439,5.3,156733,148826,7907,5
Lafourche,10/1/2015,45134,42682,2452,5.4,157167,149246,7922,5
Lafourche,11/1/2015,44885,42538,2347,5.2,157463,149463,8000,5.1
Lafourche,12/1/2015,44406,42194,2212,5,158035,150128,7907,5
Lafourche,1/1/2016,44357,41670,2687,6.1,158280,150653,7627,4.8
Lafourche,2/1/2016,44046,41498,2548,5.8,158640,150939,7702,4.9
Lafourche,3/1/2016,44069,41346,2723,6.2,159179,151218,7961,5
Lafourche,4/1/2016,43814,41239,2575,5.9,159141,151074,8067,5.1
Lafourche,5/1/2016,43715,41045,2670,6.1,158784,151132,7652,4.8
Lafourche,6/1/2016,44018,40914,3104,7.1,158967,151223,7744,4.9
Lafourche,7/1/2016,44014,40977,3037,6.9,159194,151554,7641,4.8
Lafourche,8/1/2016,42894,40059,2835,6.6,159562,151779,7784,4.9
Lafourche,9/1/2016,42617,39746,2871,6.7,159714,151761,7953,5
Lafourche,10/1/2016,42259,39634,2625,6.2,159605,151793,7811,4.9
Lafourche,11/1/2016,41940,39504,2436,5.8,159506,151954,7553,4.7
Lafourche,12/1/2016,41619,39234,2385,5.7,159678,152157,7521,4.7
Lafourche,1/1/2017,41460,38749,2711,6.5,159620,152152,7468,4.7
Lafourche,2/1/2017,41637,39186,2451,5.9,159859,152480,7379,4.6
Lafourche,3/1/2017,41861,39503,2358,5.6,160137,153065,7073,4.4
Lafourche,4/1/2017,41818,39582,2236,5.3,160345,153255,7089,4.4
Lafourche,5/1/2017,41767,39622,2145,5.1,160068,153069,7000,4.4
Lafourche,6/1/2017,42225,39863,2362,5.6,160192,153318,6873,4.3
Lafourche,7/1/2017,42544,40238,2306,5.4,160462,153569,6892,4.3
Lafourche,8/1/2017,41964,39746,2218,5.3,160586,153503,7082,4.4
Lafourche,9/1/2017,41954,39902,2052,4.9,161140,154286,6854,4.3
Lafourche,10/1/2017,41689,39922,1767,4.2,160309,153609,6700,4.2
Lafourche,11/1/2017,41903,40113,1790,4.3,160579,153805,6774,4.2
Lafourche,12/1/2017,41737,40031,1706,4.1,160535,153904,6632,4.1
Lafourche,1/1/2018,41405,39431,1974,4.8,160914,154425,6489,4
Lafourche,2/1/2018,41760,39925,1835,4.4,161778,155197,6581,4.1
Lafourche,3/1/2018,42039,40141,1898,4.5,161686,155214,6472,4
Lafourche,4/1/2018,42266,40397,1869,4.4,161771,155312,6459,4
Lafourche,5/1/2018,42321,40396,1925,4.5,161848,155652,6196,3.8
Lafourche,6/1/2018,42844,40362,2482,5.8,162210,155762,6447,4
Lafourche,7/1/2018,43057,40787,2270,5.3,162341,156146,6195,3.8
Lafourche,8/1/2018,41944,39928,2016,4.8,161660,155504,6156,3.8
Lafourche,9/1/2018,41763,39842,1921,4.6,162087,156015,6073,3.7
Lafourche,10/1/2018,41989,40117,1872,4.5,162602,156391,6211,3.8
Lafourche,11/1/2018,41935,40198,1737,4.1,162836,156721,6115,3.8
Lafourche,12/1/2018,41462,39793,1669,4,163206,156817,6389,3.9
Lafourche,1/1/2019,41169,39111,2058,5,162963,156487,6475,4
Lafourche,2/1/2019,41184,39483,1701,4.1,162999,156863,6136,3.8
Lafourche,3/1/2019,41633,40033,1600,3.8,162904,156701,6202,3.8
Lafourche,4/1/2019,41563,40068,1495,3.6,162586,156625,5961,3.7
Lafourche,5/1/2019,41825,40081,1744,4.2,162751,156821,5930,3.6
Lafourche,6/1/2019,42268,40114,2154,5.1,163168,157232,5935,3.6
Lafourche,7/1/2019,42809,40735,2074,4.8,163590,157529,6061,3.7
Lafourche,8/1/2019,42424,40513,1911,4.5,163774,157829,5945,3.6
Lafourche,9/1/2019,42449,40599,1850,4.4,164092,158339,5753,3.5
Lafourche,10/1/2019,42272,40432,1840,4.4,164416,158545,5871,3.6
Lafourche,11/1/2019,41999,40251,1748,4.2,164496,158629,5868,3.6
Lafourche,12/1/2019,41567,39939,1628,3.9,164699,158845,5853,3.6
Lafourche,1/1/2020,41320,39460,1860,4.5,164377,158508,5869,3.6
Lafourche,2/1/2020,41186,39712,1474,3.6,164467,158714,5753,3.5
Lafourche,3/1/2020,41876,39241,2635,6.3,162559,155353,7206,4.4
Lafourche,4/1/2020,39444,35475,3969,10.1,156269,133185,23084,14.8
Lafourche,5/1/2020,39990,36216,3774,9.4,158101,137173,20929,13.2
Lafourche,6/1/2020,40742,37054,3688,9.1,159994,142342,17652,11
Lafourche,7/1/2020,41197,37665,3532,8.6,160132,143779,16352,10.2
Lafourche,8/1/2020,40852,38079,2773,6.8,160706,147245,13461,8.4
Lafourche,9/1/2020,41134,38259,2875,7,160174,147620,12554,7.8
Lafourche,10/1/2020,41350,38778,2572,6.2,161003,149931,11072,6.9
Lafourche,11/1/2020,41009,38767,2242,5.5,160629,149934,10694,6.7
Lafourche,12/1/2020,40606,38299,2307,5.7,160745,149975,10770,6.7
Lafourche,1/1/2021,40391,38011,2380,5.9,160088,149852,10236,6.4
Lafourche,2/1/2021,40836,38622,2214,5.4,160184,150189,9995,6.2
Lafourche,3/1/2021,41129,39055,2074,5,160400,150644,9756,6.1
Lafourche,4/1/2021,40997,39016,1981,4.8,160843,151081,9762,6.1
Lafourche,5/1/2021,40826,38888,1938,4.7,160800,151535,9266,5.8
Lafourche,6/1/2021,41283,39033,2250,5.5,161197,151734,9462,5.9
Lafourche,7/1/2021,41554,39615,1939,4.7,161504,152773,8731,5.4
